Player           Team PS GP  Min  FGM  FGA  3M  3A FTM  FTA  OR   TR   AS  ST  TO  BK  PF  DQ   PTS  TC  EJ  FF Sta +/-
matthews,wesley   mil SG 49 1004   87  220  53 157  22   28  31   93   36  23  19   8  87   1   249   0   0   0  14  139
maxey,tyrese      phi SG 75 2653  483  995 132 309 213  246  26  240  321  55  88  32 156   0  1311   0   0   0  74  192
mays,skylar       atl SG 28  220   32   64   8  25   8    9   5   25   17   7  10   0   9   0    80   0   0   0   5  -53
mcbride,miles     nyk PG 40  376   32  108  17  68   8   12   5   42   41  14   5   1  45   0    89   0   0   0   2  101
mcclung,mac       chi PG  1    3    1    1   0   0   0    0   0    0    0   0   1   0   0   0     2   0   0   0   0   -2
mcclung,matt      lal SG  1   22    2    5   1   3   1    1   0    3    1   1   2   1   5   0     6   0   0   0   0    9
mccollum,cj       nor SG 26  876  246  499  71 180  68  102  19  116  152  35  57   1  44   0   631   0   0   0  26   44
mccollum,cj       por SG 36 1267  290  665 111 289  48   68  34  153  162  35  70  21  77   0   739   0   0   0  36 -113
mccollum,cj       tot SG 62 2143  536 1164 182 469 116  170  53  269  314  70 127  22 121   0  1370   0   0   0  62  -69
mcconnell,t.j.    ind SG 27  651  100  208  10  33  19   23  20   90  131  30  29  10  53   0   229   0   0   0   8  -74
mcdaniels,jaden   min PF 70 1802  255  555  80 252  57   71  77  295   79  52  76  55 224   8   647   0   0   0  31    2
mcdaniels,jalen   cha PF 55  895  123  254  41 108  53   72  37  170   57  26  36  22  93   0   340   0   0   0   2   46
mcdermott,doug    san SF 51 1222  214  464 108 256  40   51  18  115   64  14  43   6  79   1   576   0   0   0  51  -38
mcgee,javale      pho  C 74 1171  288  458   2   9 102  146 163  496   42  21  98  81 181   2   680   0   0   0  17  120
mcgriff,cameron   por SF  3   47    5   14   2   6   2    2   6   15    3   0   0   1   7   0    14   0   0   0   0    8
mcgruder,rodney   det SG 51  752   98  226  58 146  19   26  32  112   48  21  24   7  58   0   273   0   0   0   2  -56
mckinnie,alfonz   chi SF 17  204   24   61   9  27   2    8  13   33    5   2   7   3  26   0    59   0   0   0   3  -55
mclaughlin,jaqu   dal SG  4   12    0    2   0   1   0    0   0    0    2   0   0   0   1   0     0   0   0   0   0   -9
mclaughlin,jord   min PG 62  902   88  200  27  85  30   40  22   94  180  57  38  10  54   0   233   0   0   0   3   37
mclemore,ben      por SG 64 1285  216  539 151 417  72   88  12  103   59  38  55  10 103   0   655   0   0   0   6 -352
melton,de'antho   mem PG 73 1657  281  695 139 372  90  120  64  327  195 104 112  39 128   0   791   0   0   0  15  221
merrill,sam       mem SG  6   57    8   24   7  23   2    4   1    7    4   0   2   0   3   0    25   0   0   0   0   -9
metu,chimezie     sac PF 60 1280  203  449  57 186  71   91  34  335   60  51  61  32  93   0   534   0   0   0  20 -154
middleton,khris   mil SF 66 2142  452 1022 162 434 259  291  41  356  358  76 190  18 160   0  1325   0   0   0  66  302
miles,cj          bos SG  1    2    0    0   0   0   0    0   0    0    0   0   0   0   1   0     0   0   0   0   0   -5
mills,patty       bro PG 81 2346  324  795 227 568  48   59  18  157  183  48  73  19 112   1   923   0   0   0  48  119
millsap,paul      bro  C 24  270   32   85   6  27  12   17  29   89   24   5  11  12  48   0    82   0   0   0   0    2
millsap,paul      phi PF  9  105   13   30   2   8   5    7  12   25    5   5   8   2  19   0    33   0   0   0   1  -27
millsap,paul      tot PF 33  375   45  115   8  35  17   24  41  114   29  10  19  14  67   0   115   0   0   0   1  -25
milton,shake      phi SG 55 1179  173  403  43 133  61   73  30  142  139  29  44  17  99   0   450   0   0   0   6  -29
mitchell,davion   sac SG 75 2080  352  844 101 320  56   85  33  165  314  55 113  24 141   0   861   0   0   0  19 -275
mitchell,donova   uta SG 67 2266  617 1377 232 654 267  313  55  282  358  99 199  12 164   0  1733   0   0   0  67  276
mobley,evan       cle  C 69 2329  422  831  23  92 167  252 144  571  174  56 133 115 147   0  1034   0   0   0  69   95
monk,malik        lal SG 76 2140  391  826 173 442  93  117  37  256  218  62 122  29 138   0  1048   0   0   0  37   53
monroe,greg       mil  C  5   68   11   22   0   0   5    9  11   21    2   3   3   2   7   0    27   0   0   0   0    5
monroe,greg       min  C  4   81   13   22   0   0   3    7   6   24   16   4   7   6   9   0    29   0   0   0   0   -2
monroe,greg       uta  C  3   27    4    5   0   0   4    7   6    9    3   0   0   1   6   0    12   0   0   0   0   -7
monroe,greg       was  C  2   18    4    8   0   0   0    0   7   10    1   1   2   1   2   0     8   0   0   0   0    9
monroe,greg       tot  C 14  194   32   57   0   0  12   23  30   64   22   8  12  10  24   0    76   0   0   0   0    5
moody,moses       gsw SF 52  609   80  183  40 110  28   36  17   80   23   7  13  10  43   0   228   0   0   0  11  -42
moon,xavier       lac PG 11  140   25   51   5  14   3    5   2   14   24   7   6   3   9   0    58   0   0   0   0    2
mooney,matt       nyk SG  1    2    0    1   0   1   0    0   0    0    0   1   1   0   0   0     0   0   0   0   0   -5
morant,ja         mem PG 57 1894  580 1177  88 256 316  415  77  325  384  66 196  22  86   0  1564   0   0   0  57  189
morgan,juwan      bos PF  1    4    0    0   0   0   0    0   0    0    0   0   0   0   0   0     0   0   0   0   0    8
morgan,juwan      tor PF  1   27    2    3   1   2   0    0   2    4    1   0   0   0   3   0     5   0   0   0   0  -25
morgan,juwan      tot PF  2   31    2    3   1   2   0    0   2    4    1   0   0   0   3   0     5   0   0   0   0  -17
morris,jaylen     san SF  3   17    0    6   0   2   2    4   0    2    2   0   1   0   1   0     2   0   0   0   0    8
morris,marcus     lac PF 54 1564  300  691 101 275 129  148  26  239  113  28  69  18 115   0   830   0   0   0  54 -142
morris,markieff   mia PF 17  300   54  114  13  39   8    9  17   45   23   6  20   1  33   0   129   0   0   0   1   19
morris,monte      den PG 75 2237  374  773 124 314  73   84  27  226  333  55  78  14  92   0   945   0   0   0  74  282
mudiay,emmanuel   sac PG  2   11    0    2   0   0   3    4   0    0    4   1   1   0   1   0     3   0   0   0   0   -7
mulder,mychal     mia SG  2   44    4   10   4   8   2    2   0    3    2   0   0   1   1   0    14   0   0   0   1   -1
mulder,mychal     orl SG 15  196   20   67  13  46   2    2   2   21    3   4   8   1  12   0    55   0   0   0   2  -54
mulder,mychal     tot SG 17  240   24   77  17  54   4    4   2   24    5   4   8   2  13   0    69   0   0   0   3  -55
murkey,ade        sac SG  1    1    0    0   0   0   0    0   0    0    0   0   0   0   0   0     0   0   0   0   0   -1
murphy,trey       nor SF 62  866  109  277  71 186  45   51  47  147   38  23  16   7  60   0   334   0   0   0   1   -1
murray,dejounte   san PG 68 2368  573 1241  96 294 196  247  80  564  627 138 180  23 138   0  1438   0   0   0  68   49
muscala,mike      okl PF 43  591  113  248  70 163  48   57  21  129   22  18  14  26  58   0   344   0   0   0   0   23
mykhailiuk,svi    tor SF 56  719   91  234  41 134  32   37  20   92   45  25  32   4  54   0   255   0   0   0   5  -78
nader,abdel       pho SF 14  146   12   35   4  14   6   10   4   27    7   8  11   4  20   0    34   0   0   0   0   -2
nance,larry       nor PF  9  181   27   49   4   8   8    8  14   39    8   5  10   7  17   0    66   0   0   0   0  -10
nance,larry       por PF 37  859  102  198  19  62  32   49  58  209   73  38  27  13  67   0   255   0   0   0  11  -50
nance,larry       tot PF 46 1040  129  247  23  70  40   57  72  248   81  43  37  20  84   0   321   0   0   0  11  -60
nembhard,rj       cle SG 14   62    6   18   0   2   3    4   3    7   12   1   3   0   2   0    15   0   0   0   0   -7
nesmith,aaron     bos SF 52  574   72  182  31 115  21   26  15   89   22  21  31   4  70   0   196   0   0   0   3   22
neto,raul         was PG 70 1369  204  441  35 120  83  108  13  134  217  55  79   3 104   0   526   0   0   0  19  -88
newman,malik      cle PG  1    8    3    5   0   1   2    2   0    1    1   0   1   0   0   0     8   0   0   0   0    1
niang,georges     phi SF 76 1734  246  563 156 387  52   59  25  203  102  30  59  12 190   3   700   0   0   0   7   67
nix,daishen       hou SG 24  262   27   67   7  26  16   30   7   33   40  14  26   0  21   0    77   0   0   0   0  -46
nnaji,zeke        den PF 41  697   96  186  37  80  41   65  56  147   17  17  23  13  79   0   270   0   0   0   1  -45
noel,nerlens      nyk  C 25  559   32   60   0   3  21   30  47  141   23  29  20  31  67   0    85   0   0   0  11  -68
nowell,jaylen     min SG 62  974  196  413  63 160  72   92  22  123  130  27  36  10  73   1   527   0   0   0   1   70
ntilikina,frank   dal SG 58  683   89  223  38 110  24   25  12   79   69  27  31   7  61   0   240   0   0   0   5   63
nurkic,jusuf      por  C 56 1579  321  601  15  56 185  268 168  619  157  62 143  34 189   4   842   0   0   0  56   13
nwaba,david       hou SF 46  607   85  176  15  49  48   67  41  151   35  28  21  20  55   1   233   0   0   0   4 -117
nwora,jordan      mil SF 62 1184  186  462  79 227  36   43  37  221   59  24  57  18  78   0   487   0   0   0  13  -77
o'neale,royce     uta SF 77 2402  203  444 119 306  45   56  64  367  191  85  78  31 183   0   570   0   0   0  77  232
ojeleye,semi      lac SF 10   99   12   29   4   9  13   16   2   16    4   2   4   1   4   0    41   0   0   0   0  -16
ojeleye,semi      mil SF 20  309   18   70  11  41  10   13  25   58    5   4   4   5  26   0    57   0   0   0   0 -128
ojeleye,semi      tot SF 30  408   30   99  15  50  23   29  27   74    9   6   8   6  30   0    98   0   0   0   0 -144
okeke,chuma       orl PF 70 1750  216  576 118 371  55   65  47  347  118  97  57  42  95   0   605   0   0   0  20 -315
okogie,josh       min SG 49  511   42  104  14  47  35   51  29   70   25  26  23  12  53   0   133   0   0   0   6   39
okongwu,onyeka    atl PF 48  991  156  226   0   0  80  110 116  284   53  30  44  60 149   1   392   0   0   0   6  111
okoro,isaac       cle SG 67 1979  207  431  55 157 119  155  72  201  121  56  59  22 164   2   588   0   0   0  61   99
okpala,kz         mia SF 21  246   30   69   9  26   8   11  11   41   14   4   5   7  25   0    77   0   0   0   0    6
oladipo,victor    mia SG  8  174   35   73  15  36  14   19   3   23   28   5  16   1  13   0    99   0   0   0   1   -5
oliver,cameron    atl PF  2   43   10   15   1   3   2    3   2    6    3   1   0   1   5   0    23   0   0   0   0   -2
olynyk,kelly      det  C 40  763  128  286  40 119  69   89  54  177  110  31  58  19 100   1   365   0   0   0   1  -70
omoruyi,eugene    dal SG  4   18    2    5   1   2   2    4   2    7    2   0   0   0   2   0     7   0   0   0   0    3
oni,miye          uta SG 16   44    2    9   1   8   0    1   1    7    5   0   1   0   7   0     5   0   0   0   0  -32
osman,cedi        cle SF 66 1461  247  573 128 359  87  131  26  147  135  52  67  10 127   0   709   0   0   0   3  -57
oturu,daniel      tor  C  3   28    3    6   0   1   3    5   1    5    0   0   0   2   1   0     9   0   0   0   0  -24
oubre,kelly       cha SF 76 1998  410  933 191 553 126  189  80  304   84  77  67  32 189   0  1137   0   0   0  13  -26
paige,jaysean     det PG  1    7    0    3   0   2   0    0   0    1    1   0   1   0   2   0     0   0   0   0   0  -10
palmer,trayvon    det SG  1   17    0    1   0   0   0    0   0    2    0   1   1   0   2   0     0   0   0   0   0  -12
pangos,kevin      cle PG 24  167   15   46   6  26   3    4   2   11   30   3   7   0  11   0    39   0   0   0   3  -35
parker,jabari     bos SF 12  111   18   38   8  16   9    9   5   28    6   4   8   1  13   0    53   0   0   0   0   -7
paschall,eric     uta PF 58  737  114  235  40 108  66   86  31  107   36   9  27   5  51   0   334   0   0   0   3  -29
paul,chris        pho PG 65 2140  363  736  63 199 169  202  22  284  703 121 153  20 134   0   958   0   0   0  65  460
payne,cameron     pho SG 58 1277  240  587  71 211  75   89  24  175  282  40 102  17 119   2   626   0   0   0  12  148
payton,elfrid     pho PG 50  554   67  175   4  18  12   32  21   88   99  25  47   6  38   0   150   0   0   0   1  -43
payton,gary       gsw PG 71 1249  212  344  43 120  35   58  72  245   63  96  40  22 131   1   502   0   0   0  16  182
pelle,norvel      uta PF  3   19    3    5   0   0   0    0   3    6    0   0   2   1   1   0     6   0   0   0   0  -19
perry,reggie      ind SF  1   10    1    1   0   0   0    0   0    1    0   0   0   0   3   0     2   0   0   0   0   -4
perry,reggie      por PF  9  176   39   78   3  16   9   15  15   46   12   9  11   6  30   0    90   0   0   0   1  -74
perry,reggie      tot PF 10  186   40   79   3  16   9   15  15   47   12   9  11   6  33   0    92   0   0   0   1  -78
pickett,jamorko   det PF 13  175   18   50  13  39   1    2   6   32    7   0   5   7  12   0    50   0   0   0   0    0
pinson,theo       dal SG 19  148   14   39  10  30  10   10   2   21   17   5   5   2  12   0    48   0   0   0   0  -41
plumlee,mason     cha  C 73 1790  205  320   0   2  67  171 180  568  226  60 100  52 224   6   477   0   0   0  73    5
poeltl,jakob      san  C 68 1971  410  663   1   1  94  190 262  633  189  45 109 117 212   2   915   0   0   0  67  115
pokusevski,alek   okl SF 61 1229  186  456  57 197  35   50  73  318  131  39  94  37  88   0   464   0   0   0  12  -44
pons,yves         mem SF 12   71    5   16   3   9   0    2   5   12    1   1   1   4   6   0    13   0   0   0   0  -30
poole,jordan      gsw SG 76 2285  474 1058 211 580 246  266  34  260  305  60 187  22 206   1  1405   0   0   0  51  324
porter,kevin      hou PG 61 1905  335  808 155 413 124  193  43  268  376  68 192  23 156   3   949   0   0   0  61 -281
porter,michael    den SF  9  265   37  103  10  48   5    9   9   59   17  10  12   2  16   0    89   0   0   0   9   58
porter,otto       gsw SF 63 1396  193  417  80 216  49   61  87  363   94  67  37  30  83   0   515   0   0   0  15  232
portis,bobby      mil  C 72 2027  417  870 133 338  85  113 180  657   86  53  90  50 174   1  1052   0   0   0  59  314
porzingis,krist   dal PF 34 1002  229  508  49 173 147  170  64  261   69  25  53  59  88   1   654   0   0   0  34   49
porzingis,krist   was PF 17  477  123  259  29  79 101  116  38  150   50  12  28  25  49   0   376   0   0   0  17  -16
porzingis,krist   tot PF 51 1479  352  767  78 252 248  286 102  411  119  37  81  84 137   1  1030   0   0   0  51   33
potter,micah      det  C  3   31    5   11   0   2   2    2   4    9    0   1   1   1   4   0    12   0   0   0   0  -40
powell,dwight     dal PF 82 1800  269  402  13  37 166  212 175  406   97  37  64  39 220   2   717   0   0   0  71   74
powell,myles      phi SG 11   53    5   17   1   6   2    2   1    6    3   1   3   0   8   0    13   0   0   0   0  -18
powell,norman     lac SG  5  126   32   63  13  24  30   35   3   14   14   2   7   4  14   0   107   0   0   0   2  -13
powell,norman     por SG 40 1332  247  542  93 229 159  198  17  132   82  39  62  17  92   0   746   0   0   0  39 -207
powell,norman     tot SG 45 1458  279  605 106 253 189  233  20  146   96  41  69  21 106   0   853   0   0   0  41 -220
primo,joshua      san SG 50  965  101  270  42 137  44   59  32  113   81  20  56  23  79   1   288   0   0   0  16  -81
prince,taurean    min SF 69 1175  177  391  86 229  62   82  27  175   68  47  53  23 116   0   502   0   0   0   8   -5
pritchard,payto   bos PG 71 1001  160  373 101 245  21   21  31  133  139  24  41   6  61   0   442   0   0   0   2   64
queen,trevelin    hou SG 10   75   15   33   9  24   4    4   7   16    4   5   7   1   6   0    43   0   0   0   0    8
queta,neemias     sac  C 15  122   17   38   0   0  11   17  14   31    6   1   6   8  18   0    45   0   0   0   0   -7
quickley,immanu   nyk PG 78 1800  284  724 137 396 177  201  31  247  275  54  99   3 167   0   882   0   0   0   3  264
ramsey,jahmi'us   sac SG 19  134   24   58   5  18   7   14   4   13    7   1   5   1  10   0    60   0   0   0   0  -21
randle,julius     nyk PF 72 2543  512 1246 120 390 303  401 125  717  370  53 245  39 205   1  1447   0   0   0  72 -164
reaves,austin     lal SG 61 1419  146  318  53 168  99  118  45  193  110  28  40  20  87   0   444   0   0   0  19   54
reddish,cam       atl SF 34  795  138  343  58 153  72   80  20   84   38  35  44  10  45   0   406   0   0   0   7 -166
reddish,cam       nyk SF 15  214   27   65   8  31  29   32   5   21   10  13  13   4  15   0    91   0   0   0   0  -51
reddish,cam       tot SF 49 1009  165  408  66 184 101  112  25  105   48  48  57  14  60   0   497   0   0   0   7 -217
reed,davon        den SG 48  671   81  161  37  86  10   15  14  108   53  24  16   9  63   0   209   0   0   0   5  -26
reed,paul         phi SF 38  302   54   96   2   8   6   14  44   92   16  33  10  14  57   0   116   0   0   0   2  -40
reid,naz          min  C 77 1213  233  477  57 166 114  149 103  302   71  40  82  71 172   0   637   0   0   0   6  -92
richards,nick     cha  C 50  367   60   90   0   0  30   43  34   86   13   9  24  21  51   0   150   0   0   0   5 -109
richardson,josh   bos SG 44 1088  152  343  62 156  61   71  27  126   66  34  39  23  82   0   427   0   0   0   0   70
richardson,josh   san SG 21  511   82  191  40  90  35   37  16   60   49  22  27   6  34   0   239   0   0   0   7   68
richardson,josh   tot SG 65 1599  234  534 102 246  96  108  43  186  115  56  66  29 116   0   666   0   0   0   7  138
rivers,austin     den SG 67 1484  146  349  79 231  32   44  18  113   90  51  54   6 121   0   403   0   0   0  18   53
robinson,duncan   mia SF 79 2046  290  726 232 624  51   61  24  203  129  43  60  14 201   1   863   0   0   0  68  106
robinson,justin   det PG  5   90    9   28   8  21   2    6   2    7    9   1   5   1   8   0    28   0   0   0   0  -52
robinson,justin   mil PG 17  198   18   57  10  37   2    2   2   13   21   8  11   0  17   0    48   0   0   0   0  -51
robinson,justin   sac PG  3   15    1    8   0   3   0    0   0    1    2   0   1   0   2   0     2   0   0   0   0  -20
robinson,justin   tot PG 25  303   28   93  18  61   4    8   4   21   32   9  17   1  27   0    78   0   0   0   0 -123
robinson,mitche   nyk  C 72 1852  261  343   0   0  88  181 296  618   38  57  60 133 195   4   610   0   0   0  62  -79
robinson-earl,j   okl SF 49 1088  134  324  58 165  40   54  75  274   49  28  38  15  75   0   366   0   0   0  36 -238
roby,isaiah       okl  C 45  946  166  323  44  99  78  116  75  217   71  36  43  34 109   3   454   0   0   0  28 -185
rondo,rajon       cle PG 21  409   45  106  23  58  18   24   5   59  103  18  33   1  31   0   131   0   0   0   1  -43
rondo,rajon       lal PG 18  290   23   71   8  30   1    2  11   50   67  12  33   5  25   0    55   0   0   0   0  -67
rondo,rajon       tot PG 39  699   68  177  31  88  19   26  16  109  170  30  66   6  56   0   186   0   0   0   1 -110
rose,derrick      nyk SG 26  638  122  274  37  92  30   31  21   78  103  22  39  12  15   0   311   0   0   0   4   92
ross,terrence     orl SG 63 1451  220  554  77 264 112  130  20  161  116  28  75  12  68   0   629   0   0   0   0 -349
rozier,terry      cha SG 73 2456  519 1168 222 594 150  176  56  315  326  93  96  25 119   0  1410   0   0   0  73   74
rubio,ricky       cle PG 34  971  149  411  59 174  88  103  15  141  225  49  89   7  75   0   445   0   0   0   8  186
russell,d'angel   min PG 65 2075  401  975 176 518 198  240  25  216  460  62 165  22 130   1  1176   0   0   0  65  210
ryan,matt         bos SF  1    5    1    5   1   5   0    0   0    0    0   1   0   0   0   0     3   0   0   0   0    3
sabonis,domanta   ind  C 47 1632  331  573  35 109 191  258 156  568  236  46 142  22 146   2   888   0   0   0  46   13
sabonis,domanta   sac  C 15  506  112  202   4  17  55   74  46  185   87  13  52   5  57   1   283   0   0   0  15  -27
sabonis,domanta   tot  C 62 2138  443  775  39 126 246  332 202  753  323  59 194  27 203   3  1171   0   0   0  61  -14
sarr,olivier      okl  C 22  420   58  101  13  29  24   29  34   93   19   6  22  15  52   1   153   0   0   0   2  -28
satoransky,toma   nor SG 32  482   32  107   5  31  19   25  18   64   76  14  23   1  33   0    88   0   0   0   3 -150
satoransky,toma   san SG  1    9    0    0   0   0   3    4   0    1    0   0   0   0   0   0     3   0   0   0   0    3
satoransky,toma   was SG 22  416   40   84   6  22  21   25   9   61  108  15  23   4  38   0   107   0   0   0  10  -16
satoransky,toma   tot SG 55  907   72  191  11  53  43   54  27  126  184  29  46   5  71   0   198   0   0   0  13 -163
schakel,jordan    was SF  4   30    1   11   1   6   2    2   2    8    0   1   1   0   0   0     5   0   0   0   0    2
schofield,admir   orl SF 38  469   54  129  26  79  12   15  17   89   25   4  21   5  58   0   146   0   0   0   1 -128
schroder,dennis   bos PG 49 1431  257  583  67 192 123  145  28  163  208  42 105   4 116   0   704   0   0   0  25   68
schroder,dennis   hou PG 15  405   55  140  19  58  34   39   6   50   88  13  39   3  38   0   163   0   0   0   4 -102
schroder,dennis   tot PG 64 1836  312  723  86 250 157  184  34  213  296  55 144   7 154   0   867   0   0   0  29  -34
scott,trevon      cle SF  2   11    3    6   0   1   0    0   1    2    0   1   0   1   2   0     6   0   0   0   0    4
scrubb,jay        lac SG 18  121   18   46   6  21   7   10   1   15    8   4   7   3   9   0    49   0   0   0   0   16
selden,wayne      nyk SG  3   19    1    4   1   2   2    4   0    1    1   0   0   0   1   0     5   0   0   0   0  -13
sengun,alperen    hou  C 72 1490  249  525  29 117 165  232 138  392  185  57 145  68 214   2   692   0   0   0  13 -309
sexton,collin     cle SG 11  320   68  150  11  45  29   39  13   36   23  10  32   0  25   0   176   0   0   0  11  -30
shamet,landry     pho SG 69 1438  191  485 123 334  68   81  16  126  108  28  41   9  92   0   573   0   0   0  14  137
sharpe,day'ron    bro PF 32  391   86  149   2   7  24   41  81  160   17  10  30  15  60   2   198   0   0   0   8   57
siakam,pascal     tor PF 68 2579  596 1207  75 218 284  379 129  582  360  86 181  42 225   6  1551   0   0   0  68  257
silva,chris       mia PF  9   89    8   15   0   0  10   12  13   35    7   0   8   1  20   0    26   0   0   0   0  -23
silva,chris       min PF  1    3    0    0   0   0   0    0   0    1    0   0   0   0   0   0     0   0   0   0   0   -6
silva,chris       tot PF 10   92    8   15   0   0  10   12  13   36    7   0   8   1  20   0    26   0   0   0   0  -29
simonovic,marko   chi  C  9   37    4   15   1   5   8   11   5   10    0   1   2   1   6   0    17   0   0   0   0    3
simons,anfernee   por PG 57 1681  353  796 179 442 103  116  26  151  221  30 115   6 110   0   988   0   0   0  30  -85
simpson,zavier    okl PG  4  175   19   52   1   8   5    5   2   21   30   5  10   4  15   1    44   0   0   0   4  -95
sims,jericho      nyk  C 41  557   39   54   0   0  12   29  61  169   21  11  20  22  66   1    90   0   0   0   5   76
sirvydis,deivid   det SF  3   27    1   10   1   7   0    0   0    6    1   3   0   1   4   0     3   0   0   0   0  -28
smart,javonte     mia PG  4   40    8   17   4   9   0    0   1    5    2   2   2   1   1   0    20   0   0   0   0  -13
smart,javonte     mil PG 13  161   11   43   4  18   5    6   4   19   14   4   9   2  11   0    31   0   0   0   1  -29
smart,javonte     tot PG 17  201   19   60   8  27   5    6   5   24   16   6  11   3  12   0    51   0   0   0   1  -42
smart,marcus      bos SG 71 2295  300  717 119 360 142  179  41  269  416 122 160  19 160   0   861   0   0   0  71  443
smith,dennis      por PG 37  638   79  189   6  27  42   64  20   88  132  45  51  12  52   0   206   0   0   0   4 -138
smith,ish         cha PG 37  512   73  184  10  25  12   19  11   58   98  19  36  10  34   0   168   0   0   0   1  -95
smith,ish         was PG 28  616  112  245  15  42   3    5  14   83  146  28  42  13  44   0   242   0   0   0   0  -60
smith,ish         tot PG 65 1128  185  429  25  67  15   24  25  141  244  47  78  23  78   0   410   0   0   0   1 -155
smith,jalen       ind PF 22  544  113  213  31  83  38   50  46  169   18   9  20  23  44   1   295   0   0   0   4  -24
smith,jalen       pho PF 29  385   63  137   9  39  40   52  55  139    6   6  22  18  52   1   175   0   0   0   4   55
smith,jalen       tot PF 51  929  176  350  40 122  78  102 101  308   24  15  42  41  96   2   470   0   0   0   8   31
sneed,xavier      mem SF  2    7    0    2   0   2   0    0   1    2    0   0   0   0   2   0     0   0   0   0   0   -6
sneed,xavier      uta SF  7   31    2    8   1   6   0    0   1    4    1   0   0   0   0   0     5   0   0   0   0    0
sneed,xavier      tot SF  9   38    2   10   1   8   0    0   2    6    1   0   0   0   2   0     5   0   0   0   0   -6
snell,tony        nor SF 15  277   33   74  21  53   1    1   5   32    8   8   8   2  26   0    88   0   0   0   2   28
snell,tony        por SF 38  549   36   97  24  75   3    3  11   72   21   9  11   7  44   0    99   0   0   0  10 -145
snell,tony        tot SF 53  826   69  171  45 128   4    4  16  104   29  17  19   9  70   0   187   0   0   0  12 -117
springer,jaden    phi SG  2    6    1    1   0   0   0    0   1    2    0   0   1   2   0   0     2   0   0   0   0   -8
stanley,cassius   det SG  9  155   19   46   4  17  10   10   5   19    4   6   6   2  17   0    52   0   0   0   1  -17
stauskas,nik      bos SG  6   15    2    6   2   6   1    2   0    0    1   0   1   0   0   0     7   0   0   0   0    2
stauskas,nik      mia SG  2   24    3    8   2   4   3    4   1    3    1   0   0   0   1   0    11   0   0   0   0   16
stauskas,nik      tot SG  8   39    5   14   4  10   4    6   1    3    2   0   1   0   1   0    18   0   0   0   0   18
stephenson,lanc   atl SF  6   70    5   13   0   3   1    2   1   15   11   0   4   0   8   0    11   0   0   0   0    8
stephenson,lanc   ind SF 40  743  142  310  27  87  62   78  11  113  154  23  68   4  88   1   373   0   0   0   1 -121
stephenson,lanc   tot SF 46  813  147  323  27  90  63   80  12  128  165  23  72   4  96   1   384   0   0   0   1 -113
stevens,lamar     cle SF 63 1013  156  319  18  65  53   75  47  164   43  31  41  18 106   0   383   0   0   0  13  -40
stewart,isaiah    det  C 71 1813  250  491  15  46  74  103 227  618   83  21  85  79 211   1   589   0   0   0  71 -367
strus,max         mia SG 68 1588  249  564 181 442  42   53  24  202   92  29  57  16 116   1   721   0   0   0  16  171
suggs,jalen       orl SG 48 1305  198  548  42 196 126  163  26  171  209  59 143  19 142   2   564   0   0   0  45 -206
sword,craig       was PG  3   19    3    4   0   1   0    0   0    0    1   4   1   0   7   0     6   0   0   0   0    1
sykes,keifer      ind PG 32  570   69  190  27  90  15   17   8   45   62  12  33   4  51   0   180   0   0   0  11  -69
tate,jae'sean     hou SF 78 2056  363  729  63 202 130  184 135  420  222  73 139  41 286   3   919   0   0   0  77 -406
tatum,jayson      bos SF 76 2732  708 1564 230 651 400  469  86  610  334  75 217  49 174   0  2046   0   0   0  76  667
taylor,terry      ind SG 33  716  135  219  12  38  36   51  95  172   41  14  24   9  61   1   318   0   0   0   7 -114
temple,garrett    nor SF 59 1100  111  294  59 184  28   41  30  143   74  43  42  23  81   0   309   0   0   0  16 -326
terry,emanuel     pho PF  3   18    0    5   0   0   0    0   7   14    2   0   4   0   4   0     0   0   0   0   0  -19
terry,tyrell      mem PG  2    4    1    1   0   0   0    0   0    0    0   0   0   0   1   0     2   0   0   0   0   -2
teske,jon         mem  C  3    8    0    1   0   0   0    2   0    2    1   1   0   0   1   0     0   0   0   0   0   -3
theis,daniel      bos  C 21  395   67  112  10  28  22   32  28   99   21   9  15  15  49   2   166   0   0   0   6  131
theis,daniel      hou  C 26  583   84  179  23  79  27   40  32  129   20  11  31  17  62   0   218   0   0   0  21 -219
theis,daniel      tot  C 47  978  151  291  33 107  49   72  60  228   41  20  46  32 111   2   384   0   0   0  27  -88
thomas,brodric    bos SG 12   61    8   18   2   9   3    5   2   10   11   1   6   1   7   0    21   0   0   0   0    3
thomas,cameron    bro SG 67 1174  218  503  47 174  87  105  16  161   78  33  55   8  66   0   570   0   0   0   2 -139
thomas,isaiah     cha PG 17  220   52  120  23  58  14   15   3   21   24   7  10   3  22   0   141   0   0   0   0   14
thomas,isaiah     dal PG  1   13    3    8   0   3   0    0   0    0    4   0   0   0   0   0     6   0   0   0   0   -1
thomas,isaiah     lal PG  4  101   12   39   5  22   8   11   1    8    6   0   6   2  12   0    37   0   0   0   1  -23
thomas,isaiah     tot PG 22  334   67  167  28  83  22   26   4   29   34   7  16   5  34   0   184   0   0   0   1  -10
thomas,matt       chi SG 40  456   55  134  35  91  16   20   3   50   20   7   8   3  18   0   161   0   0   0   0   32
thompson,klay     gsw SG 32  941  246  573 114 296  46   51  15  125   88  17  43  17  54   0   652   0   0   0  32   66
