Player           Team PS GP  Min  FGM  FGA  3M  3A FTM  FTA  OR   TR   AS  ST  TO  BK  PF  DQ   PTS  TC  EJ  FF Sta +/-
griffin,blake     bos PF 41  554   63  130  23  66  21   32  47  155   61  14  22   9  75   1   170   0   0   0  16  102
grimes,quentin    nyk SG 71 2086  282  602 157 407  78   98  49  229  150  47  70  26 177   1   799   0   0   0  66  186
hachimura,rui     lal PF 33  721  126  260  21  71  44   61  34  155   23   8  17  14  33   0   317   0   0   0   9   41
hachimura,rui     was PF 30  710  158  324  30  89  44   58  19  128   35  12  36  12  39   0   390   0   0   0   0  -69
hachimura,rui     tot PF 63 1431  284  584  51 160  88  119  53  283   58  20  53  26  72   0   707   0   0   0   9  -28
haliburton,tyre   ind PG 56 1861  412  841 161 402 175  201  33  205  584  91 141  25  69   0  1160   0   0   0  56  -35
hall,jordan       san SG  9   74    9   28   3  15   7    9   3   12   11   1   7   0   6   0    28   0   0   0   0  -16
hampton,r.j.      det PG 21  378   52  123  23  63  26   39   9   48   20  11  21   5  30   0   153   0   0   0   3 -104
hampton,r.j.      orl PG 26  349   50  114  18  53  31   37   9   39   34  16  21   4  22   0   149   0   0   0   0  -36
hampton,r.j.      tot PG 47  727  102  237  41 116  57   76  18   87   54  27  42   9  52   0   302   0   0   0   3 -140
hardaway,tim      dal SF 71 2122  340  847 212 550 127  165  21  251  129  49  60  12 120   0  1019   0   0   0  45  160
harden,james      phi SG 58 2109  371  843 161 418 313  361  40  354  618  71 195  31 112   0  1216   0   0   0  58  277
hardy,jaden       dal PG 47  687  146  333  63 156  65   79  11   89   65  17  47   7  64   0   420   0   0   0   5  -32
harper,ronjr      tor SG  9   43    8   16   3   9   1    1   3    7    4   0   0   1   3   0    20   0   0   0   0   19
harrell,montrez   phi  C 57  652  126  209   0   6  70  101  67  159   33  17  35  25  75   0   322   0   0   0   7   19
harris,gary       orl SG 48 1159  138  306  94 217  27   30  21   98   59  45  28  12  93   0   397   0   0   0  42  -82
harris,joe        bro SF 74 1494  201  440 142 333  18   28  23  164  101  34  41  13 140   2   562   0   0   0  33  -23
harris,kevon      orl SG 34  441   47  107  16  43  31   41  28   70   16  17  21   5  53   0   141   0   0   0   0    0
harris,tobias     phi PF 74 2400  423  845 126 324 113  129  67  424  186  68  89  40 149   1  1085   0   0   0  74  296
harrison,shaquil  por PG  5  118   15   36   3  10  11   15   1   22   30  11   6   2  12   0    44   0   0   0   0   -1
hart,josh         nyk SG 25  736   92  157  27  52  45   57  47  176   90  34  38  12  62   0   256   0   0   0   1  191
hart,josh         por SG 51 1681  183  363  34 112  87  119  95  417  200  54  79   9 133   1   487   0   0   0  51  124
hart,josh         tot SG 76 2417  275  520  61 164 132  176 142  593  290  88 117  21 195   1   743   0   0   0  52  315
hartenstein,isa   nyk  C 82 1584  175  327   8  37  48   71 209  535  102  53  66  64 213   1   406   0   0   0   8  147
haslem,udonis     mia PF  7   67   10   29   3   9   4    5   4   11    0   1   1   2  11   0    27   0   0   0   1  -22
hauser,sam        bos SF 80 1253  180  396 140 335  12   17  35  204   71  29  30  21  99   0   512   0   0   0   8  219
hayes,jaxson      nor  C 47  588   86  156   3  29  58   83  39  132   34  20  31  19  67   0   233   0   0   0   2  -70
hayes,killian     det PG 76 2118  307  815  80 286  92  112  28  221  470 105 173  28 218   2   786   0   0   0  56 -499
hayward,gordon    cha SF 50 1555  276  581  52 160 129  159  33  215  205  42  99  12  70   0   733   0   0   0  50 -108
hernangomez,jua   tor PF 42  592   48  114  17  67   9   16  27  123   25  16  15   6  43   0   122   0   0   0  10   13
hernangomez,wil   nor  C 37  440   89  169   3  11  81  104  58  180   33  17  39  13  64   0   262   0   0   0   2   19
herro,tyler       mia PG 67 2302  487 1109 203 537 170  182  27  360  280  51 158  16 101   0  1347   0   0   0  67  165
hield,buddy       ind SG 80 2440  475 1038 288 677 106  129  67  400  225  92 139  26 156   1  1344   0   0   0  73  -84
highsmith,haywo   mia SF 52  944   93  216  37 109  13   28  56  187   43  36  45  17  82   1   236   0   0   0  11 -105
hill,george       ind SG 11  159   19   34  11  21   8    9   2   18   21   7   7   3  14   0    57   0   0   0   1   23
hill,george       mil PG 35  650   59  132  23  74  34   46  13   67   89  19  27   3  41   0   175   0   0   0   0   18
hill,george       tot PG 46  809   78  166  34  95  42   55  15   85  110  26  34   6  55   0   232   0   0   0   1   41
hill,malcolm      chi SF  3    8    2    4   1   3   0    0   0    2    0   0   0   0   1   0     5   0   0   0   0    9
holiday,aaron     atl PG 63  814   92  220  36  88  27   32  25   74   89  37  36  12  79   0   247   0   0   0   6   17
holiday,jrue      mil PG 67 2152  490 1023 158 411 152  177  78  340  494  79 197  25 116   0  1290   0   0   0  65  481
holiday,justin    atl SF 28  396   48  125  30  87   0    0   2   23   25   5  12  10  37   0   126   0   0   0   0  -66
holiday,justin    dal SF 18  289   29   79  16  56   5    8   3   32   16  14  10   9  31   0    79   0   0   0   2  -63
holiday,justin    tot SF 46  685   77  204  46 143   5    8   5   55   41  19  22  19  68   0   205   0   0   0   2 -129
holmes,richaun    sac  C 41  329   55   89   5   8  15   19  29   80    9   3  14  11  50   0   130   0   0   0   1  -69
horford,al        bos  C 63 1891  228  479 145 325  15   21  73  390  189  30  38  61 121   0   616   0   0   0  63  307
horton-tucker,t   uta SG 65 1283  257  613  58 203 126  168  41  210  246  41 126  29 108   0   698   0   0   0  20   -8
house,danuel      phi SF 54  782   93  197  37 110  45   60   9   93   44  14  26   9  69   0   268   0   0   0   5  -16
houstan,caleb     orl SF 51  791   66  183  46 136  15   18  34   99   30  13  18   7  63   0   193   0   0   0   4  -84
hudgins,trevor    hou PG  5   25    2    9   2   8   3    3   0    0    3   0   1   0   1   0     9   0   0   0   0    3
huerter,kevin     sac SG 75 2163  420  866 205 510  95  131  42  251  221  80  97  24 181   0  1140   0   0   0  75  222
huff,jay          was  C  7   91   15   25   6  12  15   16   6   21   10   3   5   4  15   0    51   0   0   0   0   -7
hunter,de'andre   atl SF 67 2097  379  822 100 286 171  207  46  284   94  35  82  17 199   1  1029   0   0   0  67  -18
hyland,bones      den PG 42  803  173  434  91 241  71   82  10   86  125  28  67  13  66   0   508   0   0   0   1 -144
hyland,bones      lac PG 14  256   55  137  26  74  15   20  10   49   47  11  15   2  30   1   151   0   0   0   0   15
hyland,bones      tot PG 56 1059  228  571 117 315  86  102  20  135  172  39  82  15  96   1   659   0   0   0   1 -129
ibaka,serge       mil  C 16  178   26   54   6  18   8   13  15   44    4   2  11   7  23   0    66   0   0   0   0  -25
iguodala,andre    gsw SF  8  108    7   15   1   9   2    3   3   17   19   4   9   3  11   0    17   0   0   0   0   35
ingles,joe        mil SG 46 1023  108  248  83 203  18   21  13  128  150  33  55   6  74   0   317   0   0   0   0   80
ingram,brandon    nor SF 45 1516  404  834  64 164 240  272  23  246  262  32 148  19 116   2  1112   0   0   0  45   96
irving,kyrie      bro PG 40 1462  398  819 130 348 158  179  38  204  210  43  91  33 109   0  1084   0   0   0  40  124
irving,kyrie      dal PG 20  752  196  384  58 148  89   94  21  100  120  25  37  12  56   0   539   0   0   0  20   96
irving,kyrie      tot PG 60 2214  594 1203 188 496 247  273  59  304  330  68 128  45 165   0  1623   0   0   0  60  220
isaac,jonathan    orl PF 11  118   22   53   6  15   5    9  15   44    6  14   4   4   5   0    55   0   0   0   0  -19
ivey,jaden        det PG 74 2268  409  983 120 350 266  356  73  289  387  61 237  17 242   5  1204   0   0   0  73 -642
jackson,frank     uta SG  1    5    0    3   0   1   0    0   1    2    1   0   0   0   0   0     0   0   0   0   0   -2
jackson,isaiah    ind SF 63 1015  179  318   2  14  95  146 113  282   51  30  52  93 154   0   455   0   0   0  12 -124
jackson,jaren     mem PF 63 1755  416  822 100 282 241  306 108  426   60  65 107 189 227   4  1173   0   0   0  63  361
jackson,justin    bos SF 23   99    7   27   5  20   1    2   2   17    9   4   2   4   7   0    20   0   0   0   0  -71
jackson,quenton   was PG  9  129   19   42   1  12  17   22   2    8   15   4   4   1  10   0    56   0   0   0   0  -17
jackson,reggie    den PG 16  314   49  128  19  68  10   12   3   28   50   9  19   1  22   0   127   0   0   0   2  -52
jackson,reggie    lac PG 52 1313  214  512  77 220  61   66  21  116  183  38  96   5  92   0   566   0   0   0  38  -27
jackson,reggie    tot PG 68 1627  263  640  96 288  71   78  24  144  233  47 115   6 114   0   693   0   0   0  40  -79
james,lebron      lal SF 55 1925  609 1217 121 377 251  327  64  456  375  50 178  32  88   0  1590   0   0   0  54  214
jerome,ty         gsw SG 45  792  118  242  35  90  38   41   7   79  134  23  30   5  64   0   309   0   0   0   2  -92
joe,isaiah        okl SG 71 1360  224  508 161 394  82  100  27  175   88  48  39   8 105   1   691   0   0   0  10  215
johnson,alize     san SF  4   27    3    6   0   2   1    2   2   10    1   1   4   0   3   0     7   0   0   0   0   12
johnson,cameron   bro SF 25  759  141  301  58 156  74   87  20  120   52  35  27   8  54   1   414   0   0   0  25   58
johnson,cameron   pho SF 17  421   82  173  45  99  27   33  14   65   26  15  10   6  29   0   236   0   0   0  16   97
johnson,cameron   tot SF 42 1180  223  474 103 255 101  120  34  185   78  50  37  14  83   1   650   0   0   0  41  155
johnson,jalen     atl SF 69 1009  158  322  30 104  49   78  51  283   83  38  41  34 113   1   395   0   0   0   6  -10
johnson,james     ind PF 18  152   22   49   3  15   4    8   4   30   15   7   8   6  32   1    51   0   0   0   1   -7
johnson,keldon    san SF 63 2031  503 1113 134 407 245  327  56  318  183  46 134  11 125   2  1385   0   0   0  63 -489
johnson,keon      por SG 38  398   66  177  27  80  27   41  11   44   59  19  43   6  42   0   186   0   0   0   0 -152
johnson,stanley   san SF 30  453   66  123  18  40  26   39  22   95   67  16  33   6  48   0   176   0   0   0   0  -92
jokic,nikola      den  C 69 2291  646 1022  57 149 341  415 167  817  678  87 247  47 174   0  1690   0   0   0  69  640
jones,carlik      chi PG  7   54    6   15   3   6   5    8   1    5    6   2   2   0   2   0    20   0   0   0   0   26
jones,damian      lal  C 21  169   20   37   0   3  15   20  18   55    4   3   9  12  17   0    55   0   0   0   1  -34
jones,damian      uta  C 19  293   35   49  10  14   7    9  24   67   11   5  14   9  38   0    87   0   0   0   0  -49
jones,damian      tot  C 40  462   55   86  10  17  22   29  42  122   15   8  23  21  55   0   142   0   0   0   1  -83
jones,derrick     chi SF 64  864  115  230  27  80  62   84  60  154   34  29  25  37  86   0   319   0   0   0   0  124
jones,herbert     nor SF 66 1914  235  501  56 167 123  161  97  269  162 104  88  42 208   4   649   0   0   0  66  150
jones,kai         cha PF 46  523   67  120   4  19  19   26  37  123   15  17  31  30  65   1   157   0   0   0   0  -32
jones,tre         san PG 68 1951  341  743  45 158 148  172  55  246  448  88 110  10  98   0   875   0   0   0  65 -324
jones,tyus        mem PG 80 1900  311  710 121 326  80  100  28  200  417  83  74   6  32   0   823   0   0   0  22   95
jordan,deandre    den  C 39  566   88  115   1   1  22   48  52  202   34  12  48  23  71   1   199   0   0   0   8 -119
joseph,cory       det PG 62 1196  150  351  70 180  57   72  21  106  217  34  56   9  88   0   427   0   0   0   2 -110
jovic,nikola      mia SF 14  197   28   69   8  35  18   19   9   31   10   7  10   2  19   0    82   0   0   0   8  -16
juzang,johnny     uta SG 18  223   35  104  15  63   2    4   8   39    8   4   3   3  13   0    87   0   0   0   0  -87
kabengele,mfion   bos  C  4   34    2    7   0   3   2    2   5   10    0   2   1   0   3   0     6   0   0   0   0   -5
kaminsky,frank    atl PF 26  165   25   44  11  23  10   12   3   36   21   5   9   1  21   0    71   0   0   0   0    1
kaminsky,frank    hou  C  9   55    6   19   2  10   4    4   4   16   11   1   0   3   1   0    18   0   0   0   0   -6
kaminsky,frank    tot  C 35  220   31   63  13  33  14   16   7   52   32   6   9   4  22   0    89   0   0   0   0   -5
keels,trevor      nyk SF  3    7    1    4   1   4   0    0   0    2    0   0   0   0   0   0     3   0   0   0   0  -18
kennard,luke      lac SG 35  706   98  211  59 132  19   20   6   83   37  19  30   4  47   0   274   0   0   0  11   94
kennard,luke      mem SG 24  575   90  171  74 137  18   19   9   75   54  13  16   1  35   0   272   0   0   0   3  116
kennard,luke      tot SG 59 1281  188  382 133 269  37   39  15  158   91  32  46   5  82   0   546   0   0   0  14  210
kessler,walker    uta  C 74 1671  298  414   1   3  82  159 231  621   68  26  58 173 169   0   679   0   0   0  40   68
key,braxton       det PF  3    8    1    1   0   0   2    2   0    1    0   0   0   0   0   0     4   0   0   0   0   -3
king,louis        phi SF  1   28    8   13   4   8   0    1   2    4    2   1   2   0   4   0    20   0   0   0   0    2
kispert,corey     was SF 74 2057  291  586 163 385  75   88  33  207   86  32  56   9  97   0   820   0   0   0  45 -124
kleber,maxi       dal PF 37  912   77  169  39 112  27   38  30  135   52  12  27  30  85   0   220   0   0   0   5  -43
knight,nathan     min SF 38  274   46   81   8  22  39   57  22   55   13  10  21   6  41   0   139   0   0   0   0   -9
knox,kevin        det SF 42  575   84  179  43 116  26   33  20  108   15  14  32  12  74   0   237   0   0   0   1  -86
knox,kevin        por SF 21  350   68  153  22  70  20   27  14   69   18  10  18   0  21   0   178   0   0   0   4 -140
knox,kevin        tot SF 63  925  152  332  65 186  46   60  34  177   33  24  50  12  95   0   415   0   0   0   5 -226
koloko,christia   tor SF 58  775   72  150   1  12  37   59  84  171   31  21  20  57 128   1   182   0   0   0  19  156
konchar,john      mem SG 72 1459  138  320  60 177  28   36  63  309  100  76  37  25 112   0   364   0   0   0  23  208
korkmaz,furkan    phi SG 36  336   48  111  18  46  26   36   6   42   22  10  24   3  17   0   140   0   0   0   0    2
kornet,luke       bos  C 69  770  113  170   3  13  32   39  86  197   53  11  25  47  81   0   261   0   0   0   0   64
krejci,vit        atl SG 29  153   15   37   5  21   1    2   7   27   17   5   5   1  17   0    36   0   0   0   0   -3
kuminga,jonatha   gsw PF 67 1362  261  497  54 146  90  138  70  231  125  41  95  30 157   2   666   0   0   0  16  -50
kuzma,kyle        was SF 64 2203  512 1141 160 480 173  237  56  464  239  36 190  29 145   2  1357   0   0   0  64   10
lamb,anthony      gsw SF 62 1164  148  314  73 199  46   60  56  215   96  28  54  20 134   1   415   0   0   0   4   28
landale,jock      pho  C 69  946  178  337  21  84  79  105 119  280   68  16  59  31 126   1   456   0   0   0   4  141
langford,romeo    san SG 42  829  121  259  16  61  39   56  57  113   50  24  30  13  67   0   297   0   0   0  21 -184
laravia,jake      mem SF 35  398   37   95  24  71   7    9  19   63   21  12  18   4  49   0   105   0   0   0   0  -78
lavine,zach       chi SG 77 2730  673 1388 204 544 363  428  42  346  325  69 194  18 159   0  1913   0   0   0  77   19
lawson,aj         dal SG 12  102   21   43  10  25   2    8   6   20    2   2   2   0  10   0    54   0   0   0   0  -43
lawson,aj         min SG  1    1    1    1   0   0   0    0   0    1    0   0   0   0   1   0     2   0   0   0   0   -5
lawson,aj         tot SG 13  103   22   44  10  25   2    8   6   21    2   2   2   0  11   0    56   0   0   0   0  -48
lee,damion        pho SG 74 1466  200  452 110 247  94  104  40  226   99  30  78   7 118   1   604   0   0   0   5   74
lee,saben         phi PG  2    9    3    4   0   1   0    0   0    0    2   1   3   0   1   0     6   0   0   0   0    5
lee,saben         pho PG 23  352   46  117  11  29  42   57  13   45   64  18  21   1  31   0   145   0   0   0   1  -35
lee,saben         tot PG 25  361   49  121  11  30  42   57  13   45   66  19  24   1  32   0   151   0   0   0   1  -30
len,alex          sac  C 24  149   16   30   0   2  11   16  24   60   12   4  16  11  28   0    43   0   0   0   2   17
leonard,kawhi     lac SF 52 1721  446  871 104 250 243  279  57  338  204  72  88  28  84   0  1239   0   0   0  50  218
leonard,myers     mil  C  9  109   14   29   7  18   8    9  12   34    1   2   6   0  16   0    43   0   0   0   2  -27
levert,caris      cle SG 74 2204  320  742 127 324 128  178  54  282  287  72 116  24 170   1   895   0   0   0  30  184
lewis,kira        nor PG 25  221   40   88  15  34  19   22   5   33   23  10  10   2  24   0   114   0   0   0   0   62
lillard,damian    por PG 58 2075  556 1202 244 658 510  558  44  277  425  50 191  18 109   0  1866   0   0   0  58  105
little,nassir     por SF 54  949  134  304  58 159  33   46  27  141   50  20  36  20  66   0   359   0   0   0   4 -190
livers,isaiah     det PF 52 1173  120  288  74 203  32   39  28  143   41  28  30  28 103   0   346   0   0   0  22 -200
lofton,kenny      mem SF 23  166   49   93   6  17  16   27  19   51   20   5  12   2  28   0   120   0   0   0   1  -48
looney,kevon      gsw  C 82 1917  242  384   0   1  94  155 274  760  207  52  45  50 225   2   578   0   0   0  70  157
lopez,brook       mil  C 78 2337  477  899 136 364 149  190 157  519   99  37 107 193 203   2  1239   0   0   0  78  398
lopez,robin       cle  C 36  281   48   75   2   4  14   18  23   51   19   2  25  10  43   0   112   0   0   0   2  -58
love,kevin        cle PF 41  804  111  285  69 195  56   63  41  279   76   7  47   6  65   1   347   0   0   0   3   83
love,kevin        mia PF 21  409   54  139  30 101  24   28  17  119   40   9  23   5  32   0   162   0   0   0  17   26
love,kevin        tot PF 62 1213  165  424  99 296  80   91  58  398  116  16  70  11  97   1   509   0   0   0  20  109
lowry,kyle        mia PG 55 1691  196  485 107 310 116  135  43  225  281  57 103  21 143   1   615   0   0   0  44   55
lyles,trey        sac PF 74 1212  187  407  87 240 101  124  67  299   66  27  64  31  97   0   562   0   0   0   0  105
maledon,theo      cha PG 44  834  102  254  28  95  63   74  14  123  152  37  59  12  61   0   295   0   0   0   7 -147
mamukelashvili,   mil PF 24  207   19   58   7  32  12   18  18   56   16   4   9   5  19   0    57   0   0   0   0   -1
mamukelashvili,   san PF 19  435   78  172  23  67  27   39  52  129   46  10  26   7  33   0   206   0   0   0   7 -116
mamukelashvili,   tot PF 43  642   97  230  30  99  39   57  70  185   62  14  35  12  52   0   263   0   0   0   7 -117
mann,terance      lac SG 81 1828  272  523  77 198  92  118  77  276  184  42  80  22 149   0   713   0   0   0  36    2
mann,tre          okl PG 67 1149  197  501  81 257  42   55  27  155  120  40  62  11  99   0   517   0   0   0   5   57
marjanovic,boba   hou  C 31  156   41   60   0   1  20   27  20   60    9   5  14   2  10   0   102   0   0   0   0   66
markkanen,lauri   uta PF 66 2243  571 1145 200 511 349  399 130  570  124  42 127  38 137   1  1691   0   0   0  66  163
marshall,naji     nor SF 77 1760  247  571  66 218 138  175  48  279  189  54  97  14 113   0   698   0   0   0  21    6
martin,caleb      mia SF 71 2042  254  548  84 236  91  113  88  344  117  70  78  31 145   0   683   0   0   0  49   -4
martin,cody       cha SF  7  130   14   36   3  14   4    7   8   24   11   4   2   1  13   0    35   0   0   0   0  -26
martin,kenyon     hou SF 82 2244  410  720  68 216 151  222 126  452  123  41  91  30 147   0  1039   0   0   0  49 -367
martin,tyrese     atl SF 16   59    9   23   1   7   2    2   5   12    2   1   2   0   2   0    21   0   0   0   0    1
mathews,garriso   atl SG  9   80   13   31  10  25   7    8   1   11    3   1   1   1   6   0    43   0   0   0   0   -4
mathews,garriso   hou SG 45  579   60  170  53 155  41   45  10   62   23  23  18   4  56   0   214   0   0   0   0  -85
mathews,garriso   tot SG 54  659   73  201  63 180  48   53  11   73   26  24  19   5  62   0   257   0   0   0   0  -89
mathurin,benned   ind SG 78 2189  413  951 100 310 376  454  87  318  116  48 152  13 162   1  1302   0   0   0  17 -179
matthews,wesley   mil SG 52  794   58  160  39 124  24   28  34  114   34  20  18  13  71   0   179   0   0   0   0   56
maxey,tyrese      phi PG 60 1986  439  913 160 370 180  213  23  176  212  49  80   8 132   1  1218   0   0   0  41  245
mays,skylar       por SG  6  186   34   68  12  26  12   13   2   19   50   6  10   1  11   0    92   0   0   0   6  -74
mcarter-williams  orl PG  4   42    6   14   1   3   4    7   1    5    7   1   4   1   5   0    17   0   0   0   0  -26
mcbride,miles     nyk PG 61  731   77  215  40 134  28   42  13   50   72  37  25   8  60   0   222   0   0   0   2   55
mcclung,mac       phi SG  2   40    9   20   4  11   3    5   3   10    9   0   3   0   3   0    25   0   0   0   0   18
mccollum,cj       nor SG 75 2610  587 1344 211 544 183  238  55  328  429  69 183  38 153   0  1568   0   0   0  75   62
mcconnell,t.j.    ind PG 75 1493  283  521  26  59  58   68  45  234  397  82 144  10 105   0   650   0   0   0   6  -62
mcdaniels,jaden   min PF 79 2377  370  717 107 270 106  144  92  307  148  74 112  75 272   6   953   0   0   0  79   70
mcdaniels,jalen   cha PF 56 1470  221  494  65 202  88  104  44  269  111  65  78  29 158   0   595   0   0   0  21 -172
mcdaniels,jalen   phi SF 24  405   60  123  12  30  28   34  19   76   19  17  13   5  51   0   160   0   0   0   3   20
mcdaniels,jalen   tot SF 80 1875  281  617  77 232 116  138  63  345  130  82  91  34 209   0   755   0   0   0  24 -152
mcdermott,doug    san SF 64 1286  239  523 123 298  53   70  24  139   91  13  58   6 118   0   654   0   0   0   0 -237
mcgee,javale      dal  C 42  332   80  125   2   5  24   41  30  107   11   4  35  26  54   0   186   0   0   0   7  -57
mcgowens,bryce    cha SG 45  764   80  202  26  80  60   80  20   93   54  15  43   6  48   0   246   0   0   0   7 -150
mcgruder,rodney   det SG 32  509   62  152  41  97  18   22  20   74   28  16  11   1  39   0   183   0   0   0  12  -44
mclaughlin,jord   min PG 43  657   61  145  24  78  15   18  15   62  148  32  33   4  28   0   161   0   0   0   0   84
melton,de'antho   phi SG 77 2114  277  651 157 403  69   87  69  312  199 126 102  41 191   0   780   0   0   0  58   98
merrill,sam       cle SG  5   56    9   22   5  18   2    2   0    9    5   4   0   0   3   0    25   0   0   0   0   -5
metu,chimezie     sac PF 65  655  129  220   9  39  54   73  47  198   40  22  32  21  81   0   321   0   0   0   0   89
middleton,khris   mil SF 33  781  177  406  51 162  92  102  28  140  163  24  71   5  68   0   497   0   0   0  19  132
mills,patty       bro PG 40  546   86  209  49 134  25   30   8   44   56  15  30   3  32   0   246   0   0   0   2  -66
milton,shake      phi SG 76 1532  240  502  56 148  99  116  38  190  238  25  95  13 123   1   635   0   0   0  11  144
minaya,justin     por SF  4   87    7   23   3  12   0    1   3   15    4   2   4   5   9   0    17   0   0   0   0  -20
minott,josh       min SF 15   91   18   36   2   6   8    8   5   25    5   4   3   6  10   0    46   0   0   0   0   24
mitchell,davion   sac PG 80 1407  181  399  63 197  25   31  16  105  185  44  62  15 112   0   450   0   0   0   9    5
mitchell,donova   cle SG 68 2396  679 1403 245 635 319  368  63  288  301  99 180  27 168   0  1922   0   0   0  68  338
mobley,evan       cle  C 79 2677  525  949  22 102 207  306 187  712  223  60 146 119 218   2  1279   0   0   0  79  339
mobley,isaiah     cle SF 11   79   12   28   3   8   4    4   4   20    3   4   1   3   8   0    31   0   0   0   0   31
moneke,chima      sac SF  2    7    1    2   0   0   0    2   2    2    1   0   2   0   2   0     2   0   0   0   0   -9
monk,malik        sac SG 77 1682  357  796 143 398 184  207  32  203  298  49 146  20 125   0  1041   0   0   0   0   67
moody,moses       gsw SG 63  787  108  227  49 135  37   53  28  105   51  18  34   7  54   0   302   0   0   0   3   -7
moon,xavier       lac PG  4   17    3    9   1   3   0    0   0    3    5   0   1   0   2   0     7   0   0   0   0    3
moore,wendell     min SF 28  141   17   42   2  17   4    5   3   17   18   8   8   5  13   0    40   0   0   0   2  -55
morant,ja         mem PG 61 1921  566 1214  92 300 372  497  62  358  493  66 206  16 100   0  1596   0   0   0  59  303
morris,marcus     lac SF 65 1792  273  642 111 306  68   87  29  258  114  42  56  21 136   0   725   0   0   0  65  -16
morris,markieff   bro PF 27  275   33   82  20  49  10   10  13   59   25   8  14   5  33   0    96   0   0   0   1   30
morris,markieff   dal PF  8   66   14   33   8  22   0    0   0   12    6   1   4   0  15   0    36   0   0   0   1  -20
morris,markieff   tot PF 35  341   47  115  28  71  10   10  13   71   31   9  18   5  48   0   132   0   0   0   2   10
morris,monte      was PG 62 1666  247  515  78 204  64   77  26  210  326  43  60  13  75   0   636   0   0   0  61    7
murphy,trey       nor SG 79 2407  387  799 202 497 172  190  59  281  112  89  62  43 155   1  1148   0   0   0  65   38
murray,dejounte   atl SG 74 2656  612 1320 133 387 158  190  53  389  448 112 160  19 106   0  1515   0   0   0  74  -62
murray,jamal      den PG 65 2104  473 1041 172 432 180  216  47  256  401  67 145  16 103   0  1298   0   0   0  65  300
murray,keegan     sac SF 80 2342  354  782 206 501  62   81  89  371   98  61  60  42 162   0   976   0   0   0  78   96
muscala,mike      bos  C 20  312   42   89  25  65   9   13  14   68   12   4   9   5  28   0   118   0   0   0   4   51
muscala,mike      okl  C 43  599   89  203  56 142  31   39  23  135   38  11  14  19  70   0   265   0   0   0   5  153
muscala,mike      tot  C 63  911  131  292  81 207  40   52  37  203   50  15  23  24  98   0   383   0   0   0   9  204
mykhailiuk,svi    cha SG 19  418   71  161  36  89  23   34  15   46   52  14  22   4  22   0   201   0   0   0   8   -2
mykhailiuk,svi    nyk SG 12   35    6   12   6  10   3    5   0    7    1   1   2   0   1   0    21   0   0   0   0   20
mykhailiuk,svi    tot SG 31  453   77  173  42  99  26   39  15   53   53  15  24   4  23   0   222   0   0   0   8   18
nance,larry       nor PF 65 1351  186  305  14  42  55   79 106  354  119  56  42  37 133   0   441   0   0   0   1  182
nembhard,andrew   ind PG 75 2034  284  644  92 263  49   62  35  199  342  70 126  13 179   1   709   0   0   0  63 -263
nesmith,aaron     ind SF 73 1781  252  589 115 313 119  142  62  277   98  55  74  34 235   5   738   0   0   0  60 -211
neto,raul         cle PG 48  481   57  110  12  42  31   34  10   46   79  17  23   4  49   0   157   0   0   0   1   11
niang,georges     phi SF 78 1476  222  502 154 384  39   45  19  185   77  30  54  14 146   0   637   0   0   0   1   75
nix,daishen       hou SG 57  889   81  236  40 139  24   36  18   98  132  31  86   7  59   1   226   0   0   0   7 -151
nnaji,zeke        den PF 52  702  110  196  17  65  40   62  65  138   18  17  31  23 105   1   277   0   0   0   5  -93
noel,nerlens      bro  C  3   42    1    6   0   0   1    2   3    9    3   3   5   1   7   0     3   0   0   0   1  -13
noel,nerlens      det  C 14  146   12   30   1   2   7   10   7   37    7  12   8   9  25   0    32   0   0   0   3  -63
noel,nerlens      tot  C 17  188   13   36   1   2   8   12  10   46   10  15  13  10  32   0    35   0   0   0   4  -76
nowell,jaylen     min SG 65 1220  280  624  67 231  77   99  36  170  131  42  65   5 101   0   704   0   0   0   2   -8
ntilikina,frank   dal PG 46  583   48  132  17  67  22   33   7   62   58  16  29   7  65   0   135   0   0   0   5   37
nunn,kendrick     lal PG 39  508  102  251  41 126  17   21   5   55   34  11  31   3  35   0   262   0   0   0   2  -25
nunn,kendrick     was PG 31  421   89  199  38  97  18   20  10   54   56  17  34   4  31   0   234   0   0   0   0  -33
nunn,kendrick     tot PG 70  929  191  450  79 223  35   41  15  109   90  28  65   7  66   0   496   0   0   0   2  -58
nurkic,jusuf      por  C 52 1362  262  505  43 119 127  192 114  471  149  43 119  44 185   2   694   0   0   0  52    0
nwora,jordan      ind PF 24  579  118  248  46 109  31   43  22  111   50  12  32   7  40   0   313   0   0   0  11 -152
nwora,jordan      mil SF 38  579   76  197  40 102  37   43  29  117   38  12  34   7  34   0   229   0   0   0   3 -103
nwora,jordan      tot SF 62 1158  194  445  86 211  68   86  51  228   88  24  66  14  74   0   542   0   0   0  14 -255
o'neale,royce     bro PF 76 2373  229  592 163 418  50   69  55  384  284  64 114  49 239   1   671   0   0   0  53   77
okeke,chuma       orl PF 27  504   43  122  26  86  16   21  26   96   37  19  17  11  40   0   128   0   0   0   8 -118
okogie,josh       pho SF 72 1319  162  414  66 197 139  192 109  252  104  56  63  34 114   0   529   0   0   0  26  106
okongwu,onyeka    atl PF 80 1808  317  497   4  13 153  196 217  576   81  57  81 107 251   0   791   0   0   0  18   63
