Player           Team PS GP  Min  FGM  FGA  3M  3A FTM  FTA  OR   TR   AS  ST  TO  BK  PF  DQ   PTS  TC  EJ  FF Sta +/-
okoro,isaac       cle SF 76 1614  175  354  62 171  78  103  51  186   87  56  42  30 158   1   490   0   0   0  46  126
okpala,kz         sac SF 31  234   16   38   7  21   7    8   7   33   13   7   6   7  39   0    46   0   0   0   3   -8
oladipo,victor    mia SG 42 1084  160  403  70 212  59   79  16  129  146  57  87  12  99   1   449   0   0   0   2  -33
olynyk,kelly      uta PF 68 1915  278  557  93 236 198  232  82  420  252  60 168  37 232   4   847   0   0   0  68   21
omoruyi,eugene    det PF 17  364   57  134  17  58  34   47  21   59   17  14  18   3  45   0   165   0   0   0   4  -30
omoruyi,eugene    okl SF 23  262   44   94   8  31  17   28  22   52   11  14  16   0  46   0   113   0   0   0   2  -11
omoruyi,eugene    tot SF 40  626  101  228  25  89  51   75  43  111   28  28  34   3  91   0   278   0   0   0   6  -41
osman,cedi        cle SF 77 1513  239  529 116 312  75  108  25  176  115  34  52  12 122   0   669   0   0   0   2  225
oubre,kelly       cha SG 48 1525  353  819 108 339 158  208  65  249   55  67  64  18 141   1   972   0   0   0  40 -278
paul,chris        pho PG 59 1862  294  668  98 261 133  160  27  251  526  91 114  22 126   1   819   0   0   0  59   84
payne,cameron     pho PG 48  946  188  453  68 185  49   64  12  106  214  33  81   8  88   0   493   0   0   0  15   77
payton,gary       gsw PG  7  110   17   28   4   9   2    3  14   30    8   6   4   4  14   0    40   0   0   0   0   15
payton,gary       por SG 15  248   24   41   9  17   4    4  10   39   22  15  12   1  29   0    61   0   0   0   1   17
payton,gary       tot SG 22  358   41   69  13  26   6    7  24   69   30  21  16   5  43   0   101   0   0   0   1   32
pinson,theo       dal SG 35  304   31   87  22  62  11   13  11   64   46   6  13   1  34   0    95   0   0   0   1  -54
pippen,scottyjr   lal PG  6   29    4   12   1   3   5    9   2    4    2   2   2   1   3   0    14   0   0   0   0   -1
plumlee,mason     cha  C 56 1575  265  396   0   0 155  256 187  540  206  35  86  35 161   1   685   0   0   0  56 -269
plumlee,mason     lac  C 23  449   64   88   0   0  44   57  42  159   40  11  30  12  56   0   172   0   0   0   4   -1
plumlee,mason     tot  C 79 2024  329  484   0   0 199  313 229  699  246  46 116  47 217   1   857   0   0   0  60 -270
poeltl,jakob      san  C 46 1175  239  388   0   1  78  129 152  416  141  36  96  52 118   0   556   0   0   0  46 -267
poeltl,jakob      tor  C 26  697  150  230   0   0  41   72  84  237   56  30  29  34  77   1   341   0   0   0  25  123
poeltl,jakob      tot  C 72 1872  389  618   0   1 119  201 236  653  197  66 125  86 195   1   897   0   0   0  71 -144
pokusevski,alek   okl SF 34  688  108  249  38 104  22   35  45  159   64  20  43  43  58   0   276   0   0   0  25 -196
poole,jordan      gsw SG 82 2419  550 1278 214 637 361  415  32  225  369  63 251  21 214   0  1675   0   0   0  43  -10
porter,kevin      hou SG 59 1993  391  884 141 385 207  264  76  314  338  82 188  17 156   0  1130   0   0   0  59 -343
porter,michael    den SF 62 1767  398  817 188 454  96  120  64  341   65  37  68  29 119   0  1080   0   0   0  62  420
porter,otto       tor SF  8  143   15   30   6  17   8    8   6   19    8  11   4   0   7   0    44   0   0   0   2  -21
portis,bobby      mil  C 70 1786  398  803  95 258  96  125 154  672  105  29  81  16 115   0   987   0   0   0  22   16
porzingis,krist   was  C 65 2083  507 1018 137 356 354  416 114  546  174  58 136 101 196   4  1505   0   0   0  65   81
potter,micah      uta  C  7   49   10   15   4   7   0    0   3   16    4   1   2   0   5   0    24   0   0   0   0   -3
powell,dwight     dal  C 76 1416  197  269   0   5 112  168 148  313   69  48  65  26 209   3   506   0   0   0  64  164
powell,norman     lac SF 60 1540  340  710 114 287 225  277  24  175  111  50 101  18 125   0  1019   0   0   0   8 -122
preston,jason     lac PG 14  117   18   41   5  18   0    2   2   22   27   2  10   0   7   0    41   0   0   0   0  -11
primo,joshua      san SG  4   91    9   26   3  12   7    9   2   13   18   1  11   2   8   0    28   0   0   0   0   -2
prince,taurean    min PF 54 1170  177  379  74 194  65   77  15  132   84  28  69  15 123   0   493   0   0   0   4    0
pritchard,payto   bos PG 48  621  101  245  56 154  12   16  25   88   64  14  40   1  37   0   270   0   0   0   3   12
queen,trevelin    ind SG  7   66    7   29   2  15   5    5   8   17    6   2   7   5   4   0    21   0   0   0   0   14
queta,neemias     sac  C  5   27    6    9   0   0   0    2   5   11    1   0   1   2   7   0    12   0   0   0   0  -30
quickley,immanu   nyk SG 81 2305  419  937 168 455 203  248  58  337  279  80  99  14 166   0  1209   0   0   0  21  321
quinones,lester   gsw PG  4   16    2    5   2   4   4    6   1    3    2   1   5   0   0   0    10   0   0   0   0    6
randle,julius     nyk PF 77 2700  658 1431 218 636 402  531 141  767  316  49 216  21 233   1  1936   0   0   0  77  171
reaves,austin     lal SG 64 1810  259  490  86 216 229  265  33  193  215  33  99  19 108   0   833   0   0   0  22  214
reddish,cam       nyk SF 20  429   61  137  17  56  29   33   7   31   20  15  15   8  32   0   168   0   0   0   8  -11
reddish,cam       por SF 20  543   78  176  28  88  35   42  11   57   37  24  32   6  40   0   219   0   0   0  12 -182
reddish,cam       tot SF 40  972  139  313  45 144  64   75  18   88   57  39  47  14  72   0   387   0   0   0  20 -193
reed,davon        den SG 35  298   25   80  16  44  15   20   9   55   19  13  20   4  36   0    81   0   0   0   1  -93
reed,davon        lal SG  8   24    3    4   1   2   1    4   1    4    4   2   0   0   3   0     8   0   0   0   0   -6
reed,davon        tot SG 43  322   28   84  17  46  16   24  10   59   23  15  20   4  39   0    89   0   0   0   1  -99
reed,paul         phi SF 69  722  124  209   1   6  38   51 112  262   27  46  45  51 123   1   287   0   0   0   2  -17
reid,naz          min  C 68 1218  310  577  75 217  86  127  73  334   77  42  92  53 176   1   781   0   0   0  11 -128
rhoden,james      det SF 14  193   17   44   5  20   6    6  11   37    4   4   3   1  23   0    45   0   0   0   0   21
richards,nick     cha  C 65 1187  197  313   1   1 137  183 147  416   38  11  59  72 154   0   532   0   0   0   9 -112
richardson,josh   nor SG 23  521   62  148  33  86  16   21  11   56   37  29  23   9  47   0   173   0   0   0   4  -25
richardson,josh   san SG 42  980  177  406  74 207  53   60  30  120  137  40  63  11  70   0   481   0   0   0   6 -139
richardson,josh   tot SG 65 1501  239  554 107 293  69   81  41  176  174  69  86  20 117   0   654   0   0   0  10 -164
rivers,austin     min SG 50  989   91  209  43 123  30   39   5   83   75  28  23   4  79   1   255   0   0   0  10 -143
robinson,duncan   mia SG 42  672   88  237  63 192  29   32   8   68   46  14  28   0  77   1   268   0   0   0   1  -59
robinson,mitche   nyk  C 59 1558  188  280   0   0  59  122 267  555   54  56  41 109 160   4   435   0   0   0  58  189
robinson,orlando  mia  C 31  410   47   89   0   6  22   31  48  126   25  12  16  12  53   0   116   0   0   0   1   27
robinson-earl,j   okl PF 43  792  110  248  37 111  35   42  71  180   43  24  20  11  71   1   292   0   0   0  20  -10
roby,isaiah       san PF 42  453   67  155  18  60  20   41  21  107   38  19  31   7  53   1   172   0   0   0   2 -112
roddy,david       mem SG 70 1230  180  420  65 212  41   65  50  193   59  30  57  19 107   0   466   0   0   0   4  -61
rollins,ryan      gsw PG 12   58    7   20   3   9   6    6   3   12    6   1  16   1  10   0    23   0   0   0   0  -47
rose,derrick      nyk PG 27  323   61  159  19  63  11   12   8   40   46   7  22   5  18   0   152   0   0   0   0  -26
ross,terrence     orl SG 42  923  129  299  61 160  15   20  10   85   54  25  37   8  53   0   334   0   0   0   9  -41
ross,terrence     pho SG 21  378   71  166  34  98  12   14  12   69   41  10   7   2  44   0   188   0   0   0   0  -35
ross,terrence     tot SG 63 1301  200  465  95 258  27   34  22  154   95  35  44  10  97   0   522   0   0   0   9  -76
rozier,terry      cha SG 63 2189  493 1188 165 505 178  220  51  259  319  75 134  16 119   0  1329   0   0   0  63 -288
rubio,ricky       cle PG 33  549   61  177  21  81  28   35   9   70  115  26  31   6  51   0   171   0   0   0   2   45
russell,d'angel   lal PG 17  517  107  221  46 111  36   49   7   50  103  10  39   8  23   0   296   0   0   0  17  143
russell,d'angel   min PG 54 1749  338  726 148 378 143  167  29  166  335  59 146  21 117   1   967   0   0   0  54  -56
russell,d'angel   tot PG 71 2266  445  947 194 489 179  216  36  216  438  69 185  29 140   1  1263   0   0   0  71   87
ryan,matt         lal SF 12  124   15   49  13  35   4    5   2   14    4   2   3   0  14   0    47   0   0   0   0    0
ryan,matt         min SF 22  171   25   59  19  49   6    7   2   12   12   3   4   1  13   0    75   0   0   0   0   21
ryan,matt         tot SF 34  295   40  108  32  84  10   12   4   26   16   5   7   1  27   0   122   0   0   0   0   21
sabonis,domanta   sac PF 79 2699  577  939  31  83 325  438 251  973  573  65 230  39 279   9  1510   0   0   0  79  212
samanic,luka      uta PF  7  157   26   57   8  31   9   13   0   30   15   6  10   2  17   0    69   0   0   0   4   -6
saric,dario       okl  C 20  266   51   99  18  46  27   32  14   65   17   7  19   2  30   0   147   0   0   0   0   65
saric,dario       pho PF 37  517   76  178  27  69  36   44  39  142   57  13  36   5  69   0   215   0   0   0  12  -28
saric,dario       tot PF 57  783  127  277  45 115  63   76  53  207   74  20  55   7  99   0   362   0   0   0  12   37
sarr,olivier      okl  C  9  109   15   30   1   8   5    7  12   31    4   1   4   5  17   1    36   0   0   0   1   14
schakel,jordan    was SF  2    6    1    2   1   1   0    0   0    0    1   1   0   0   1   0     3   0   0   0   0    6
schofield,admir   orl SF 37  436   55  122  24  74  21   23  23   62   31   8  16   5  61   0   155   0   0   0   0  -79
schroder,dennis   lal PG 66 1955  270  651  74 225 216  252  21  165  298  50 112  10 145   2   830   0   0   0  50  131
scrubb,jay        orl SG  2   29    5    7   2   2   1    2   0    6    1   2   3   1   2   0    13   0   0   0   0  -16
seabron,dereon    nor SG  5    9    2    5   0   0   0    0   1    1    0   0   0   0   1   0     4   0   0   0   0   10
sengun,alperen    hou  C 75 2137  442  799  19  57 206  288 242  678  291  70 193  70 258   6  1109   0   0   0  72 -283
sexton,collin     uta PG 48 1121  237  469  48 122 163  199  37  105  138  27  84   6 112   1   685   0   0   0  15  -28
shamet,landry     pho SG 40  787  113  300  75 199  45   51  11   66   93  26  36   5  61   0   346   0   0   0   9   38
sharpe,day'ron    bro  C 47  530   93  171   6  11  35   55  99  200   38  15  42  33  89   0   227   0   0   0   3 -101
sharpe,shaedon    por SG 80 1741  306  648 102 283  75  105  63  236   94  38  83  24 136   1   789   0   0   0  15 -297
siakam,pascal     tor PF 71 2619  630 1313  93 287 367  474 131  556  415  65 169  36 228   5  1720   0   0   0  71  125
silva,chris       dal PF  1    3    1    1   0   0   0    0   0    0    0   0   1   0   2   0     2   0   0   0   0    1
simmons,ben       bro PG 42 1084  133  235   0   2  25   57  40  263  256  54  97  23 139   4   291   0   0   0  33   42
simmons,kobi      cha SG  5   25    1    6   1   5   2    2   1    4    5   0   1   2   0   0     5   0   0   0   0  -19
simonovic,marko   chi  C  7   17    2    7   1   4   1    2   1    2    0   0   0   0   5   0     6   0   0   0   0   15
simons,anfernee   por SG 62 2136  467 1045 212 562 160  179  18  161  253  42 128  14 142   0  1306   0   0   0  62  -68
sims,jericho      nyk PF 51  792   83  107   0   1  12   16  99  242   25  15  27  28  96   1   178   0   0   0  16 -114
smart,marcus      bos PG 61 1924  250  602 115 342  88  118  46  191  382  94 143  23 172   2   703   0   0   0  61  240
smith,dennis      cha PG 54 1361  186  452  24 111  78  106  27  167  260  76  82  25 122   0   474   0   0   0  15  -67
smith,dru         bro PG 10   86   13   31   4  13   3    3   1   14   16   6   2   1  13   0    33   0   0   0   0  -11
smith,dru         mia PG  5   64    5   14   1   6   0    0   1    9    5   4   1   3  10   0    11   0   0   0   1  -17
smith,dru         tot PG 15  150   18   45   5  19   3    3   2   23   21  10   3   4  23   0    44   0   0   0   1  -28
smith,ish         den PG 42  376   52  131   2  12   2    4   5   54  100   8  44   7  33   0   108   0   0   0   0  -35
smith,jabari      hou PF 79 2410  364  892 120 391 162  206 122  569  101  43 104  74 227   0  1010   0   0   0  79 -555
smith,jalen       ind PF 68 1246  242  508  54 191 104  137 129  395   66  21  72  60 153   1   642   0   0   0  31  -95
sneed,xavier      cha SF  4   46    5   10   3   6   4    4   0    5    5   0   3   1   7   0    17   0   0   0   0  -28
sochan,jeremy     san SF 56 1436  250  552  33 134  81  116  95  295  142  43  97  22 138   1   614   0   0   0  53 -235
springer,jaden    phi PG 15   84   17   34   2   5   6    8   6   14    8   7   3   3  15   1    42   0   0   0   2    0
stevens,lamar     cle SF 61 1087  129  288  30  95  40   57  49  208   33  26  27  19  79   0   328   0   0   0  25    8
stewart,isaiah    det  C 50 1391  195  441  67 205 110  149 115  402   70  20  68  34 133   0   567   0   0   0  47 -223
strus,max         mia SG 80 2230  324  790 197 563  78   89  49  258  171  42  70  12 166   0   923   0   0   0  33 -147
suggs,jalen       orl SG 53 1219  186  445  66 202  86  119  54  160  155  67  94  27 120   2   524   0   0   0  19  -40
sumner,edmond     bro PG 53  713  124  269  31  87  99  108  13   79   68  31  50  10  83   0   378   0   0   0  12   26
swider,cole       lal SF  7   39    3    9   3   8   0    0   1    7    4   0   0   0   3   0     9   0   0   0   0    1
tate,jae'sean     hou SF 31  663  110  229  13  46  50   69  41  118   84  21  47   7 106   3   283   0   0   0   7  -99
tatum,jayson      bos SF 74 2694  727 1559 240 688 531  622  78  649  342  79 213  51 160   0  2225   0   0   0  74  470
taylor,terry      chi SF  5   34    9   10   1   1   1    4   5    8    0   0   0   1   2   0    20   0   0   0   0   33
taylor,terry      ind SF 24  218   30   65   4  18   5    7  22   39   10   3   9   5  24   0    69   0   0   0   2  -13
taylor,terry      tot SF 29  252   39   75   5  19   6   11  27   47   10   3   9   6  26   0    89   0   0   0   2   20
temple,garrett    nor SF 25  150   18   45  11  26   3    4   5   17   13   9   4   2  15   0    50   0   0   0   0  -17
terry,dalen       chi SG 37  201   32   72   7  27  14   21  12   37   22  11   8   5  24   0    85   0   0   0   0   12
theis,daniel      ind  C  7  106   21   44   2  11   5   12   7   22    9   2   3   6   7   0    49   0   0   0   1  -19
thomas,cam        bro SG 57  923  201  456  51 133 151  174   8   96   78  20  63   8  55   0   604   0   0   0   4   -4
thompson,klay     gsw SG 69 2244  546 1252 301 731 116  132  39  286  164  50 123  29 130   1  1509   0   0   0  69  165
thor,jt           cha PF 69  937   95  238  39 123  33   47  36  151   36  22  44  23  66   0   262   0   0   0   8 -163
thybulle,matiss   phi SG 47  568   50  116  21  63   9   12  20   63   23  45   8  14  64   0   130   0   0   0   6   79
thybulle,matiss   por SG 22  601   60  137  33  85  10   16  20   77   30  38  16  18  48   1   163   0   0   0  22  -89
thybulle,matiss   tot SG 69 1169  110  253  54 148  19   28  40  140   53  83  24  32 112   1   293   0   0   0  28  -10
tillman,xavier    mem  C 61 1152  188  306   4  15  49   89 121  307   96  58  44  29  97   0   429   0   0   0  29   -1
todd,isaiah       was PF  6   59    3   18   1  10   2    2   2   12    4   1   2   0   4   0     9   0   0   0   1   -7
toppin,obi        nyk PF 67 1017  187  419  85 247  38   47  29  187   66  23  38  12  68   0   497   0   0   0   5   56
toscano-anderso   lal SF 30  350   33   66   4  20  11   15  14   61   25  10  17   7  46   0    81   0   0   0   7  -85
toscano-anderso   uta SF 22  326   31   77   4  23   8    9  14   63   40   6  17   3  34   0    74   0   0   0   2  -62
toscano-anderso   tot SF 52  676   64  143   8  43  19   24  28  124   65  16  34  10  80   0   155   0   0   0   9 -147
towns,karl-anth   min  C 29  943  212  428  60 164 118  135  48  236  140  20  86  17 111   3   602   0   0   0  29   39
trent,gary        tor SG 66 2085  405  936 166 451 172  205  30  173  106 104  55  15 102   1  1148   0   0   0  44  -52
tucker,pj         phi PF 75 1885   96  225  55 140  19   23  95  294   60  39  44  15 180   0   266   0   0   0  75  135
turner,myles      ind  C 62 1798  402  734  93 250 216  276  88  466   89  35 103 140 215   4  1113   0   0   0  62  -47
umude,stanley     det SG  1    2    0    1   0   1   2    2   0    0    0   1   0   1   0   0     2   0   0   0   0    3
valanciunas,jon   nor  C 79 1928  446  816  38 109 185  224 225  804  140  20 159  52 245   2  1115   0   0   0  79  -10
vanderbilt,jarr   lal PF 26  613   74  140  10  33  29   37  49  173   42  30  29   6  57   0   187   0   0   0  24  -33
vanderbilt,jarr   uta PF 52 1230  173  312  19  57  67  102 121  408  142  53  68  15 133   3   432   0   0   0  41  -64
vanderbilt,jarr   tot PF 78 1843  247  452  29  90  96  139 170  581  184  83  97  21 190   3   619   0   0   0  65  -97
vanvleet,fred     tor SG 69 2501  437 1111 207 605 254  283  30  280  496 124 140  38 193   1  1335   0   0   0  69  195
vassell,devin     san SG 38 1161  261  595 103 266  78  100   8  148  136  43  57  17  57   0   703   0   0   0  32 -296
vincent,gabe      mia PG 68 1727  228  567 117 350  68   78  28  146  167  62  92   5 154   1   641   0   0   0  34  -28
vonleh,noah       bos PF 23  161   11   24   1   4   2    2  18   48    7   2  11   8  35   0    25   0   0   0   1  -11
vucevic,nikola    chi  C 82 2710  597 1148 121 347 132  158 159  903  265  60 139  57 179   0  1447   0   0   0  82  -22
wade,dean         cle PF 44  870   73  177  45 127  15   23  21  151   37  28  17  21  88   0   206   0   0   0  13  108
wagner,franz      orl SF 80 2568  542 1117 130 360 271  322  70  329  283  77 167  17 183   1  1485   0   0   0  80   48
wagner,moritz     orl  C 57 1081  198  396  51 163 153  182  69  259   84  37  68  13 136   1   600   0   0   0  18  -27
wainright,ish     pho SF 60  885   84  227  57 173  26   31  45  139   53  38  22  22 117   2   251   0   0   0   2   92
walker,jabari     por SF 55  592   83  198  16  56  34   45  48  131   34  10  29  13  69   0   216   0   0   0   0 -115
walker,kemba      dal PG  9  138   24   57   7  28  17   21   3   16   19   2   4   2  11   0    72   0   0   0   1   -1
walker,lonnieiv   lal PG 56 1268  236  527  91 249  91  106  14  109   64  30  46  16  71   0   654   0   0   0  32 -207
wall,john         lac PG 34  739  138  338  33 109  77  113  14   92  178  27  80  13  59   0   386   0   0   0   3 -106
warren,tj         bro SF 26  480  102  200  16  47  27   33  13   72   29  15  17   7  45   0   247   0   0   0   0    0
warren,tj         pho SF 16  189   30   70   6  19   1    2  13   49   12   7   3   5  20   0    67   0   0   0   0   54
warren,tj         tot SF 42  669  132  270  22  66  28   35  26  121   41  22  20  12  65   0   314   0   0   0   0   54
washington,duan   pho PG 31  383   94  256  40 111  16   24   2   37   63   6  34   4  23   0   244   0   0   0   3   -6
washington,p.j.   cha PF 73 2349  434  978 149 428 127  174  73  358  175  66 110  79 193   1  1144   0   0   0  73 -375
washington,tyty   hou PG 31  418   58  160  19  80  10   18   2   45   47  15  14   2  29   0   145   0   0   0   2  -43
watanabe,yuta     bro SF 58  903  114  232  60 135  34   47  30  141   48  25  22  17  80   0   322   0   0   0   1   -7
waters,lindy      okl SF 41  508   70  178  58 162  16   20  16   75   28  14  10  11  42   0   214   0   0   0   0  138
watford,trendon   por PF 62 1152  181  323  25  64  72  100  41  237  130  32  71  12 118   0   459   0   0   0  12 -181
watson,peyton     den SF 23  176   29   59   6  14  11   20   8   37   11   2   8  11  14   0    75   0   0   0   2  -49
wesley,blake      san PG 37  653   69  215  20  52  26   44  11   81   98  25  65   5  67   0   184   0   0   0   1 -198
westbrook,russe   lac PG 21  623  128  262  26  73  50   76  30  102  158  23  71  10  41   1   332   0   0   0  21   23
westbrook,russe   lal PG 52 1465  304  729  63 213 156  238  59  321  391  53 185  23 121   0   827   0   0   0   3  -44
westbrook,russe   tot PG 73 2088  432  991  89 286 206  314  89  423  549  76 256  33 162   1  1159   0   0   0  24  -21
white,coby        chi PG 74 1694  263  594 128 344  61   70  16  212  204  54  74   6 122   0   715   0   0   0   2  146
white,derrick     bos PG 82 2280  350  758 149 391 168  192  52  293  320  53  95  76 177   0  1017   0   0   0  70  488
white,jack        den SF 17   60    8   19   3   9   2    3   6   17    4   3   2   2   9   0    21   0   0   0   0  -17
wieskamp,joe      tor SF  9   46    3   14   3  12   0    0   0    4    3   0   1   0   3   0     9   0   0   0   0    2
wiggins,aaron     okl SG 70 1261  186  363  48 122  59   71  68  210   80  39  55  15 110   0   479   0   0   0  14    9
wiggins,andrew    gsw SF 37 1171  250  529  89 225  44   72  61  186   85  45  48  28 107   0   633   0   0   0  37  118
wigginton,lindel  mil PG  7   86   18   37   6  18   8    9   0    7   14   0  12   2   7   0    50   0   0   0   1  -39
williams,alonde   bro SG  1    5    0    0   0   0   0    0   0    1    0   0   2   0   1   0     0   0   0   0   0   -5
williams,donovan  atl SG  2    3    2    5   0   2   0    0   0    2    0   0   0   0   0   0     4   0   0   0   0    6
williams,grant    bos PF 79 2003  216  476 115 291  94  122  86  362  131  41  82  31 192   1   641   0   0   0  23  206
williams,jalen    okl SF 76 2265  416  802  74 210 155  191  84  339  249 104 124  36 195   1  1061   0   0   0  63  -66
williams,jaylin   okl SF 48  865  100  225  45 107  38   54  44  239   75  27  36  11 107   0   283   0   0   0  35  -75
williams,jeenath  por SG  5  124   24   39   3   8   2    3  10   15   10   3   4   2  13   1    53   0   0   0   4  -38
williams,kenric   okl SF 53 1184  179  345  50 134  17   39  96  260  105  45  32  14 112   0   425   0   0   0  10   77
williams,mark     cha  C 43  804  160  251   0   0  67   97  93  304   18  28  40  45  94   0   387   0   0   0  17  -79
williams,patric   chi PF 82 2286  314  677 115 276  90  105  78  326  100  72 101  70 147   1   833   0   0   0  65 -143
williams,robert   bos  C 35  806  127  170   0   1  25   41 104  292   50  22  34  48  68   0   279   0   0   0  20  173
williams,vince    mem SF 15   99   12   40   4  28   2    2   4   15    4   6   5   2  12   0    30   0   0   0   1  -34
williams,ziaire   mem SG 37  541   84  196  25  97  17   22  16   79   35  14  37   6  58   0   210   0   0   0   4  -75
williamson,zion   nor PF 29  941  285  469   7  19 177  248  58  202  133  32  99  16  65   0   754   0   0   0  29  149
windler,dylan     cle SG  3    9    2    3   1   2   0    0   0    0    1   1   1   0   0   0     5   0   0   0   0   -1
winslow,justise   por PF 29  763   81  197  14  44  20   28  49  145   98  30  43  11  89   0   196   0   0   0  11  -38
wiseman,james     det  C 24  592  130  244   3  18  42   59  55  194   16   4  37  20  69   4   305   0   0   0  22 -220
wiseman,james     gsw  C 21  253   59   94   1   2  26   38  18   73   14   3  14   7  39   0   145   0   0   0   0 -107
wiseman,james     tot  C 45  845  189  338   4  20  68   97  73  267   30   7  51  27 108   4   450   0   0   0  22 -327
wood,christian    dal  C 67 1709  396  769 105 280 217  281  87  491  121  30 121  72 169   1  1114   0   0   0  17  -43
wright,delon      was SG 50 1193  138  292  41 120  52   60  58  181  194  92  44  17  59   0   369   0   0   0  14   74
wright,mckinley   dal PG 26  322   46   98   9  28  13   19   9   47   58   8  19   5  24   0   114   0   0   0   1 -110
york,gabe         ind PG  3   55    8   21   6  18   2    2   0    6    5   2   0   0   5   0    24   0   0   0   0   24
young,thaddeus    tor PF 53  771  108  197   6  34  18   26  71  166   75  54  42   5  88   0   240   0   0   0   9  -90
young,trae        atl PG 73 2505  597 1390 154 460 566  639  56  217  741  80 300   9 104   0  1914   0   0   0  73  100
yurtseven,omer    mia  C  9   79   16   27   3   7   5    6   8   23    2   2   4   2  16   0    40   0   0   0   0   10
zeller,cody       mia  C 15  208   37   59   0   2  24   35  25   64   10   3  14   4  33   0    98   0   0   0   2  -48
zubac,ivica       lac  C 76 2134  326  514   0   2 166  238 236  756   77  29 116  98 219   3   818   0   0   0  76  -33
